SOW Product Name,Canonical SKU,Collection,Length,Depth,Height,Arm Height,Sit Height,Base Weight,MSRP,Allowed Option Categories
"BRAVADA ARMLESS SOFA 96"" x 34"" x 31"" BH",FIN-BRV-ARM-SOF-96X34,Bravada,96,34,31,,,,"$4,080.00",Fabric|Powder|Pillow
"BRAVADA CORNER SOFA 72"" x 34"" x 31"" BH",FIN-BRV-COR-SOF-72X34,Bravada,72,34,31,,18'',,"$3,750.00",Fabric|Powder|Pillow
"BRAVADA CORNER SOFA 84"" x 34"" x 31"" BH",FIN-BRV-COR-SOF-84X34,Bravada,84,34,31,,18'',,"$3,950.00",Fabric|Powder|Pillow
"BRAVADA CORNER SOFA 96"" x 34"" x 31"" BH",FIN-BRV-COR-SOF-96X34,Bravada,96,34,31,,18'',,"$4,200.00",Fabric|Powder|Pillow
"BRAVADA CORNER CHAISE 72"" x 34"" x 31"" BH",FIN-BRV-COR-CHS-72X34,Bravada,72,34,31,,,,"$3,600.00",Fabric|Powder|Pillow
"BRAVADA CORNER CHAISE 84"" x 34"" x 31"" BH",FIN-BRV-COR-CHS-84X34,Bravada,84,34,31,,,,"$3,800.00",Fabric|Powder|Pillow
"BRAVADA SINGLE CHAISE LOUNGE 30"" x 79"" x 14"" SH",FIN-BRV-SGL-CHS-30X79,Bravada,30,79,14,20'',14'',,"$2,460.00",Fabric|Powder|Pillow
"BRAVADA DOUBLE CHAISE LOUNGE 58"" x 79"" x 14"" SH",FIN-BRV-DOU-CHS-58X79,Bravada,58,79,14,20'',14'',,"$3,720.00",
"BRAVADA ROUND DAYBED 84"" DIAMETER",FIN-BRV-DYB-84X84,Bravada,84,84,,,,,"$7,280.00",
"BRAVADA DAYBED 72"" x 72"" x 27"" BH",FIN-BRV-DYB-72X72,Bravada,72,72,27,"19""","14""",,"$6,480.00",Fabric|Powder|Dekton|Pillow
"BRAVADA DAYBED 84"" x 72"" x 27"" BH",FIN-BRV-DYB-84X72,Bravada,84,72,27,"19""","14""",,"$6,720.00",Fabric|Powder|Dekton|Pillow
"BRAVADA DAYBED 84"" x 84"" x 27"" BH",FIN-BRV-DYB-84X84,Bravada,84,84,27,"19""","14""",,"$7,080.00",Fabric|Powder|Dekton|Pillow
"BROOKLYN SINGLE CHAISE LOUNGE 38"" x 79"" x 11"" SH",FIN-BRK-SGL-CHS-38X79,Brooklyn,38,79,11,,11'',,"$2,940.00",Fabric|Powder|Pillow
"BROOKLYN TRANSITIONAL DOUBLE CHAISE 48"" x 72"" x 30"" BH",FIN-BRK-TRA-DOU-CHS-48X72,Brooklyn,48,72,30,,"17""",,"$4,080.00",Fabric|Powder|Pillow
"BROOKLYN TRANSITIONAL SINGLE CHAISE 36"" x 72"" x 30"" BH",FIN-BRK-TRA-SGL-CHS-36X72,Brooklyn,36,72,30,,17'',,"$3,720.00",
"BROOKLYN DOUBLE CHAISE LOUNGE 58"" x 79"" x 11"" SH",FIN-BRK-DOU-CHS-58X79,Brooklyn,58,79,11,,"11""",,"$4,200.00",Fabric|Powder|Pillow
"OCEAN CLUB CHAIR w/METAL ARM 34"" x 38"" x 33"" BH",FIN-OCN-CLB-CHA-34X38,Ocean,34,38,33,20'',16'',,"$2,280.00",Fabric|Powder|Pillow
"OCEAN SWIVEL CHAIR 34"" x 38"" x 33"" BH",FIN-OCN-SWV-CHA-34X38,Ocean,34,38,33,21'',17'',,"$2,780.00",Fabric|Powder|Pillow
"OCEAN SOFA 72"" x 38"" x 33"" BH",FIN-OCN-SOF-72X38,Ocean,72,38,33,20'',16'',,"$3,600.00",Fabric|Powder|Pillow
"OCEAN SOFA 84"" x 38"" x 33"" BH",FIN-OCN-SOF-84X38,Ocean,84,38,33,20'',16'',,"$3,960.00",Fabric|Powder|Pillow
"OCEAN SOFA 96"" x 38"" x 33"" BH",FIN-OCN-SOF-96X38,Ocean,96,38,33,20'',16'',,"$4,440.00",Fabric|Powder|Pillow
"OCEAN MINI LOVESEAT 48"" x 38"" x 33"" BH",FIN-OCN-MIN-LOV-48X38,Ocean,48,38,33,20'',16'',,"$2,540.00",Fabric|Powder|Pillow
"OCEAN LOVESEAT 60"" x 38"" x 33"" BH",FIN-OCN-LOV-SOF-60X38,Ocean,60,38,33,20'',16'',,"$3,140.00",
"OCEAN SINGLE CHAISE LOUNGE 36"" x 79"" x 14"" SH",FIN-OCN-SGL-CHS-36X79,Ocean,36,79,14,,"14""",,"$2,550.00",Fabric|Powder|Pillow
"OCEAN DOUBLE CHAISE LOUNGE 58"" x 79"" x 14"" SH",FIN-OCN-DOU-CHS-58X79,Ocean,58,79,14,,"14""",,"$3,850.00",
"MILAN CLUB CHAIR 32"" x 36"" x 16"" SH",FIN-MLN-CLB-CHA-32X36,Milan,32,36,16,,,,"$2,400.00",Fabric|Powder|Pillow
"MILAN OTTOMAN 22"" x 60"" x 16""",FIN-MLN-OTT-22X60,Milan,22,60,16,,,,"$1,280.00",Fabric|Powder|Pillow
"MILAN OTTOMAN 22"" x 72"" x 16""",FIN-MLN-OTT-22X72,Milan,22,72,16,,,,"$1,500.00",Fabric|Powder|Pillow
"MILAN OTTOMAN 34"" x 60"" x 16""",FIN-MLN-OTT-34X60,Milan,34,60,16,,,,"$1,850.00",Fabric|Powder|Pillow
"MILAN OTTOMAN 56"" x 42"" x 16""",FIN-MLN-OTT-56X42,Milan,56,42,16,,,,"$2,040.00",Fabric|Powder|Pillow
"MILAN ONE-SIDED SOFA 72"" x 36"" x 16"" SH",FIN-MLN-SOF-72X36,Milan,72,36,16,,,,"$4,030.00",Fabric|Powder|Pillow
"MILAN ONE SIDED SOFA 84"" x 36"" x 16"" SH",FIN-MLN-SOF-84X36,Milan,84,36,16,,,,"$4,400.00",Fabric|Powder|Pillow
"MILAN ONE-SIDED SOFA 96"" x 36"" x 16"" SH",FIN-MLN-SOF-96X36,Milan,96,36,16,,,,"$5,040.00",Fabric|Powder|Pillow
"MILAN DOUBLE-SIDED SOFA 60"" x 62"" x 16"" SH",FIN-MLN-SOF-60X62,Milan,60,62,16,,,,"$5,420.00",Fabric|Powder|Pillow
"MILAN T-SHAPED SOFA 62"" x 42"" x 22"" x 16"" SH",FIN-MLN-SOF-62X42,Milan,62,42,22,,,,"$5,700.00",Fabric|Powder|Pillow
"OCEAN ROUND SIDE TABLE 36"" x 17""",FIN-OCN-SID-TAB-36X17,Ocean,36,17,16'',,,,"$1,150.00",Powder|Dekton
"BRAVADA COFFEE TABLE 28"" x 42"" x 17""",FIN-BRV-COF-TAB-28X42,Bravada,28,42,17,,,,"$2,280.00",Powder|Dekton
"BRAVADA COFFEE TABLE 36"" x 36"" x 17""",FIN-BRV-COF-TAB-36X36,Bravada,36,36,17,,,,"$2,280.00",Powder|Dekton
"BRAVADA COFFEE TABLE 36"" x 56"" x 17""",FIN-BRV-COF-TAB-36X56,Bravada,36,56,17,,,,"$3,000.00",Powder|Dekton
"BRAVADA COFFEE TABLE 42"" x 42"" x 17""",FIN-BRV-COF-TAB-42X42,Bravada,42,42,17,,,,"$2,880.00",Powder|Dekton
"BRAVADA COFFEE TABLE 42"" x 56"" x 17""",FIN-BRV-COF-TAB-42X56,Bravada,42,56,17,,,,"$3,120.00",Powder|Dekton
"BRAVADA COFFEE TABLE 56"" x 56"" x 17""",FIN-BRV-COF-TAB-56X56,Bravada,56,56,17,,,,"$4,320.00",Powder|Dekton
"OCEAN COFFEE TABLE 28"" x 56"" x 17""",FIN-OCN-COF-TAB-28X56,Ocean,28,56,17,,,,"$3,000.00",Powder|Dekton
"OCEAN COFFEE TABLE 36"" x 56"" x 17""",FIN-OCN-COF-TAB-36X56,Ocean,36,56,17,,,,"$3,240.00",Powder|Dekton
"OCEAN COFFEE TABLE 36"" x 72"" x 17""",FIN-OCN-COF-TAB-36X72,Ocean,36,72,17,,,,"$3,840.00",Powder|Dekton
"OCEAN COFFEE TABLE 42"" x 42"" x 17""",FIN-OCN-COF-TAB-42X42,Ocean,42,42,17,,,,"$3,120.00",Powder|Dekton
"OCEAN COFFEE TABLE 42"" x 56"" x 17""",FIN-OCN-COF-TAB-42X56,Ocean,42,56,17,,,,"$3,480.00",Powder|Dekton
"OCEAN COFFEE TABLE 56"" x 56"" x 17""",FIN-OCN-COF-TAB-56X56,Ocean,56,56,17,,,,"$4,560.00",Powder|Dekton
"OCEAN COFFEE TABLE 28"" x 42"" x 17""",FIN-OCN-COF-TAB-28X42,Ocean,28,42,17,,,,"$2,520.00",Powder|Dekton
"FLY TABLE 34"" X 12""",FIN-OCN-TAB-34X12,Ocean,34,12,2'',,,,$650.00,Powder|Dekton
"T TABLE 13"" x 30"" x 16""",FIN-OCN-TAB-13X30,Ocean,13,30,16,,,,$480.00,Powder|Dekton
"STAR LEG TABLE (BAR HEIGHT) 36"" x 36"" x 42""",FIN-BRK-BAR-TAB-36X36,Brooklyn,36,36,42,,,,"$3,000.00",Powder|Dekton
"STAR LEG TABLE (BAR HEIGHT) 42"" x 42"" x 42""",FIN-BRK-BAR-TAB-42X42,Brooklyn,42,42,42,,,,"$3,120.00",Powder|Dekton
"STAR LEG TABLE (COUNTER HEIGHT) 36"" x 36"" x 36""",FIN-BRK-CNT-TAB-36X36,Brooklyn,36,36,36,,,,"$2,940.00",
"STAR LEG TABLE (COUNTER HEIGHT) 42"" x 42"" x 36""",FIN-BRK-CNT-TAB-42X42,Brooklyn,42,42,36,,,,"$3,060.00",
"STAR LEG TABLE (DINING HEIGHT) 36"" x 36"" x 30""",FIN-BRK-DIN-TAB-36X36,Brooklyn,36,36,30,,,,"$2,880.00",
"STAR LEG TABLE (DINING HEIGHT) 42"" x 42"" x 30""",FIN-BRK-DIN-TAB-42X42,Brooklyn,42,42,30,,,,"$3,000.00",
"DINING BENCH w/NO ARMS 72"" x 22"" x 18"" SH",FIN-WFT-DIN-BCH-72X22,Waterfall,72,22,18,,18'',,"$1,950.00",
"DINING BENCH w/NO ARMS 96"" x 22"" x 18"" SH",FIN-WFT-DIN-BCH-96X22,Waterfall,96,22,18,,18'',,"$2,400.00",Fabric|Powder
"FLY LEG BARSTOOL (BAR HEIGHT) 18"" x 18"" x 30"" SH",FIN-WFT-FLY-BST-18X18,Waterfall,18,18,30,,30'',,$810.00,Fabric|Powder
"FLY LEG BARSTOOL (COUNTER HEIGHT) 18"" x 18"" x 24"" SH",FIN-WFT-FLY-BST-18X18,Waterfall,18,18,24,,24'',,$780.00,
"FLY LEG BENCH (DINING HEIGHT) 42"" x 18"" x 18"" SH",FIN-WFT-BCH-42X18,Waterfall,42,18,18,,"18""",,"$1,320.00",Fabric|Powder
"FLY LEG CHAIR (DINING HEIGHT) 18"" x 18"" x 18"" SH",FIN-WFT-DIN-CHA-18X18,Waterfall,18,18,18,,"18""",,$750.00,
"HALF BACK BARSTOOL (BAR HEIGHT) 17"" x 21"" x 30"" SH",FIN-WFT-FLY-BST-17X21,Waterfall,17,21,30,,"30""",,$830.00,Fabric|Powder
"HALF BACK BARSTOOL (COUNTER HEIGHT) 17"" x 21"" x 24"" SH",FIN-WFT-FLY-BST-17X21,Waterfall,17,21,24,,24'',,$800.00,
"TAYLOR BARSTOOL (BAR HEIGHT) 19"" x 23"" x 30"" SH",FIN-TAY-BST-19X23,Taylor,19,23,30,,30'',,$855.00,
"TAYLOR BARSTOOL (COUNTER HEIGHT) 19"" x 23"" x 24"" SH",FIN-TAY-BST-19X23,Taylor,19,23,24,,24'',,$825.00,
"TAYLOR BARSTOOL w/ARMS (BAR HEIGHT) 24"" x 23"" x 30"" SH",FIN-TAY-BST-24X23,Taylor,24,23,30,35'',30'',,$955.00,
"TAYLOR CHAIR w/ARMS (DINING HEIGHT) 24"" x 23"" x 18"" SH",FIN-TAY-DIN-CHA-24X23,Taylor,24,23,18,23'',18'',,$895.00,Fabric|Powder
"BRAVADA OTTOMAN 22"" x 30"" x 16""",FIN-BRV-OTT-22X30,Bravada,22,30,16,,16'',,$750.00,Fabric|Powder
"BRAVADA OTTOMAN 22"" x 42"" x 16""",FIN-BRV-OTT-22X42,Bravada,22,42,16,,16'',,$850.00,Fabric|Powder
"BRAVADA OTTOMAN 22"" x 60"" x 16""",FIN-BRV-OTT-22X60,Bravada,22,60,16,,16'',,$980.00,Fabric|Powder
"BRAVADA OTTOMAN 22"" x 72"" x 16""",FIN-BRV-OTT-22X72,Bravada,22,72,16,,16'',,"$1,180.00",Fabric|Powder
"OCEAN OTTOMAN 30"" x 22"" x 16""",FIN-OCN-OTT-30X22,Ocean,30,22,16,,16'',,$780.00,Fabric|Powder
"BRAVADA 60"" ROUND SWING 72"" x 12"" SH",FIN-BRV-SWG-72X12,Bravada,72,12,60'',Bravada,,,"$3,120.00",Fabric|Powder
"BRAVADA SWING 66"" x 42"" x 23"" BH",FIN-BRV-SWG-66X42,Bravada,66,42,23,16'',10'',,"$3,900.00",Fabric|Powder|Dekton|Pillow
"BRAVADA SWING 72"" x 42"" x 23"" BH",FIN-BRV-SWG-72X42,Bravada,72,42,23,16'',10'',,"$4,400.00",Fabric|Powder|Dekton|Pillow
"BRAVADA SWING 96"" x 32"" x 23"" BH",FIN-BRV-SWG-96X32,Bravada,96,32,23,16'',10'',,"$5,400.00",Fabric|Powder|Dekton|Pillow
"SQUARE PILLOW 17"" X 17""",FIN-CAB-MIS-17X17,Cabana,17,17,,,,,$65.00,Fabric
"SQUARE PILLOW 23"" X 23""",FIN-CAB-MIS-23X23,Cabana,23,23,,,,,$95.00,Fabric
"LUMBAR PILLOW 12"" X 24""",FIN-CAB-MIS-12X24,Cabana,12,24,,,,,$65.00,Fabric
KINDLE LIVING HEATER (Allison),FIN-KIN-MIS,Miscellaneous,,,,,,,"$4,995.00",
KINDLE LIVING LAMP (Allison),FIN-KIN-MIS,Miscellaneous,,,,,,,"$4,975.00",
"LAYLO LOUNGER, NO RISERS",FIN-TJM-MIS,Tenjam,,,,,,,$599.99,
"LAYLO LOUNGER W/4"" RISERS",FIN-TJM-MIS,Tenjam,,,,,,,$729.99,
FREELO CHAIR SPLASH,FIN-TJM-CHA,Tenjam,,,,,,,$499.99,
"TWO SHAYZ LOUNGERS FOR 5"" DEPTH",FIN-TJM-MIS,Tenjam,,,,,,,"$1,599.99",
MOON CHAIR W/CUP HOLDERS,FIN-TJM-CHA,Tenjam,,,,,,,$749.99,
TWO WOOSAH CHAIRS,FIN-TJM-MIS,Tenjam,,,,,,,"$1,759.99",
Ripple Table,FIN-TJM-TAB,Tenjam,,,,,,,$464.99,
LIDO UMBRELLA,FIN-MLN-UMB,Marina,,,,,,,$950.00,
CANTILEVER UMBRELLA w/BASE,FIN-CAN-UMB,Miscellaneous,,,,,,,"$5,500.00",
